# index, name, _pos
503,T22D1.10,"array([  4.24320296, -19.49650784])"
504,C28C12.3,"array([31.33341919,  6.52668298])"
505,C28C12.4,"array([29.35198683,  5.50777598])"
506,C29E4.1,"array([9.67680981, 6.62284053])"
507,C29E4.5,"array([14.97270568, 11.55457882])"
508,W09D6.5,"array([15.88293864, 10.45044131])"
509,C29F5.1,"array([21.15887119, 14.53745197])"
510,F15E6.2,"array([21.17425252, 13.27604982])"
511,C29F9.5,"array([17.90677952,  6.74733412])"
512,K10B3.7,"array([16.28098262,  8.42834355])"
513,C30A5.2,"array([ 20.9615747 , -10.76927515])"
514,R01H10.5,"array([ 20.40266444, -12.23856126])"
515,Y43C5A.6,"array([21.80922596, -8.87806995])"
516,C30B5.1,"array([15.41838959, 30.87019904])"
517,F14D2.12,"array([14.99180906, 30.29247592])"
518,F42G4.3,"array([15.8753171 , 31.42639574])"
519,C30B5.3,"array([15.65908628,  1.49242553])"
520,C30F12.4,"array([23.44761387,  3.41743702])"
521,C31C9.3,"array([29.14007641, -6.25460761])"
522,H27M09.2,"array([29.17761701, 10.70029682])"
523,C32A3.1,"array([27.00897246,  6.29158548])"
524,C32B5.10,"array([ 22.98770349, -20.93477355])"
525,F38A5.7,"array([ 23.65771108, -21.24167707])"
526,Y46G5A.18,"array([21.05552967, -2.14834089])"
527,Y87G2A.3,"array([23.27669186, -2.21667382])"
528,C32E8.10,"array([17.9747236 ,  4.92372484])"
529,Y116A8C.36,"array([16.18547225,  4.13937534])"
530,C32E8.6,"array([27.1523082 , 10.29195955])"
531,C32F10.6,"array([19.50907596, -0.3953581 ])"
532,F14D12.2,"array([17.69811568, -1.70165185])"
533,M79.1,"array([20.87282018,  1.27800136])"
534,C32H11.5,"array([28.22631429,  6.6330258 ])"
535,C33D3.1,"array([46.14043775, -4.40128445])"
536,W08D2.8,"array([45.60060558, -3.98891262])"
537,C33D3.3,"array([15.85899195, -0.29879196])"
538,C33E10.1,"array([35.72041937,  2.4455754 ])"
539,C33G3.1,"array([34.80388443, 22.41349289])"
540,F28H6.4,"array([35.47032402, 22.59272735])"
541,C33G8.10,"array([17.74245573, -1.34201735])"
542,C33G8.4,"array([34.92645554,  1.9133974 ])"
543,C33G8.8,"array([17.33190102, -1.94292861])"
544,C33H5.12,"array([18.6503925 , -0.60235263])"
545,K02F3.11,"array([17.4249652 , -2.43477404])"
546,Y55F3AM.3,"array([20.28682006,  1.62209625])"
547,C34C12.5,"array([16.05449841, -2.82480573])"
548,C34C6.6,"array([21.53649528, -6.94027977])"
549,D1025.3,"array([20.55671971, -8.34001846])"
550,F26F12.2,"array([21.12057575, -8.54046637])"
551,F27C1.4,"array([23.47883143, -5.97243307])"
552,M02A10.1,"array([20.65038937, -4.79358635])"
553,C34D1.5,"array([  3.44509353, -11.81468226])"
554,T24H10.7,"array([  3.71914212, -12.43085411])"
555,C34D4.12,"array([39.80399052, 22.73494165])"
556,T27F2.1,"array([39.21815134, 22.40171724])"
557,C34E10.8,"array([26.52057915, -6.97986393])"
558,ZK863.6,"array([26.05710117, -5.51125542])"
559,C34F6.9,"array([29.74250959, -0.97130798])"
560,C34G6.3,"array([25.06791096, -1.4013619 ])"
561,D2096.8,"array([26.59599946, -2.14420376])"
562,C35B1.1,"array([19.37306081, 24.54475841])"
563,R05D3.4,"array([18.73487509, 24.74807248])"
564,C35B1.2,"array([-0.89032307, -4.11851799])"
565,F55F8.8,"array([-1.5535663 , -4.30000548])"
566,C35B1.5,"array([12.18907365,  6.04844521])"
567,C35E7.10,"array([-6.28351938, -5.03319673])"
568,K05B2.4,"array([-5.98627781, -5.63544521])"
569,C35E7.2,"array([19.17269711,  6.26455814])"
570,C36A4.10,"array([29.16645337,  8.30555285])"
571,C36B1.1,"array([30.72361583,  4.94518408])"
572,ZK637.5,"array([31.29500064,  4.05302713])"
573,C36B1.4,"array([22.00762566, -6.24384945])"
574,F47D12.3,"array([22.21895596, -7.7698801 ])"
575,F54D10.3,"array([20.27570804, -5.28345946])"
576,Y57A10A.32,"array([21.65821465, -7.84635829])"
577,C36B1.7,"array([16.04212225,  2.75048607])"
578,C36B7.7,"array([18.08990085, -0.37617686])"
579,F28D1.2,"array([21.81494476,  4.50265085])"
580,F49H12.3,"array([23.57610452,  0.79548086])"
581,M7.2,"array([24.3215106 ,  4.13092888])"
582,R05F9.1,"array([22.47072913,  1.30281672])"
583,T04D3.1,"array([22.72435298,  6.33672441])"
584,ZK673.3,"array([23.81792594,  6.08341522])"
585,C36F7.2,"array([24.19251133, -2.09073717])"
586,C36H8.1,"array([23.31846651, -7.27886286])"
587,K02B7.3,"array([23.69451289, -5.55164639])"
588,C37A2.5,"array([24.26014087,  2.40021269])"
589,C38C3.5,"array([23.92854   , -7.99660033])"
590,M03F4.2,"array([24.0726642 , -5.72393857])"
591,T04C12.6,"array([23.76607345, -9.4899349 ])"
592,T05F1.4,"array([24.17829837, -0.61511963])"
593,Y53H1A.1,"array([24.13238985,  1.30787678])"
594,Y55F3C.6,"array([23.93885679,  0.55465058])"
595,C39D10.3,"array([17.03832255,  0.04372174])"
596,C39E9.5,"array([23.81955841,  3.35190121])"
597,C40A11.7,"array([23.92694211,  2.56495266])"
598,D1054.2,"array([24.64667328,  4.51719807])"
599,W04D2.1,"array([23.36158912,  4.49138827])"
600,C40H1.1,"array([ 29.10800112, -14.67513584])"
601,C40H1.3,"array([22.34937383,  6.77586742])"
602,C41A3.2,"array([20.21688526,  8.11106195])"
603,Y94H6A.9,"array([20.33325494, 29.40889214])"
604,C41G7.1,"array([13.05404236, 29.02502784])"
605,Y37D8A.9,"array([12.44770049, 28.68406911])"
606,C43E11.9,"array([16.76941229,  0.34452307])"
607,C43F9.6,"array([35.61892438,  1.47173573])"
608,C43G2.2,"array([-1.62655998, -8.65593647])"
609,K09H11.1,"array([-2.30124808, -8.29311713])"
610,T25B9.8,"array([-1.0078755 , -9.11182794])"
611,F42H10.5,"array([20.22575837,  2.78600749])"
612,F55H12.6,"array([20.67709567,  0.50635092])"
613,K08H2.3,"array([18.9055073 , -0.12434081])"
614,Y17G7B.15,"array([17.78313438,  1.29884711])"
615,C44C1.5,"array([35.24422644, -5.68657423])"
616,C44C11.1,"array([48.9889887 , -2.38694184])"
617,W05B10.4,"array([48.63460242, -2.97547323])"
618,C45B2.1,"array([29.6955876 ,  7.57038099])"
619,C45E5.6,"array([23.31645166, 28.72199829])"
620,Y47D3A.2,"array([22.83438647, 28.24594486])"
621,C45G3.5,"array([26.02895173,  3.73754886])"
622,F29B9.6,"array([24.52793476,  3.77616988])"
623,C45G9.7,"array([43.69130099, 20.65336114])"
624,ZK1128.7,"array([43.64101747, 21.34340864])"
625,C46E10.5,"array([ 24.37937543, -21.50010383])"
626,F15B10.3,"array([ 25.08418834, -21.70118753])"
627,C46H3.1,"array([27.17319862,  2.58706109])"
628,C47B2.2,"array([ 1.4695343 , -7.79209397])"
629,C47C12.3,"array([25.55347382,  5.93664333])"
630,C47D2.1,"array([16.31456574, -0.69769133])"
631,C47D2.2,"array([-0.34939178, 20.71651651])"
632,T23G5.3,"array([-0.96926666, 20.99089618])"
633,C47E12.9,"array([11.88837352,  7.2045471 ])"
634,C47G2.1,"array([31.42451313,  6.09809101])"
635,C47G2.2,"array([28.67136936,  2.56014876])"
636,C48E7.7,"array([30.28961424,  5.92164147])"
637,C53C7.3,"array([22.69391925,  4.41980488])"
638,F46A8.10,"array([21.37696254,  5.60674888])"
639,F56A12.1,"array([18.90222545,  5.91340762])"
640,T13A10.11,"array([ 34.98326899, -19.77659343])"
641,C49G7.11,"array([0.93841905, 0.00557336])"
642,C49H3.5,"array([-2.99418915, 19.50934611])"
643,F56D5.5,"array([-3.37013683, 18.91966659])"
644,C50A2.2,"array([25.51294123,  9.14428745])"
645,R11A5.2,"array([24.99905684,  7.49264283])"
646,C50C3.8,"array([18.35807439,  6.24821234])"
647,W02D9.3,"array([17.35840599,  7.48065347])"
648,C50E10.4,"array([26.44627948, -1.26028634])"
649,C50E3.12,"array([36.19095371,  3.02168083])"
650,C50E3.5,"array([ 27.79261172, -13.55179061])"
651,C50F2.3,"array([ 11.74035319, -22.89937779])"
652,F53B7.3,"array([ 11.02586425, -22.98682223])"
653,Y116A8C.34,"array([ 12.45625747, -22.78247896])"
654,F10C1.7,"array([22.86353368, -1.99452933])"
655,F26F2.3,"array([18.26479721,  1.57710021])"
656,F32D1.1,"array([20.71432998, -1.85207314])"
657,T09A5.12,"array([21.24932707,  0.91039678])"
658,Y55D9A.2,"array([23.65680184, -3.19727028])"
659,ZC455.1,"array([22.19777687, -1.32812779])"
660,C50F7.6,"array([24.5093643 ,  5.65348561])"
661,C50H11.1,"array([10.77272317,  5.72831417])"
662,F14F3.2,"array([22.58912741,  3.57435703])"
663,F35D2.5,"array([22.73612751,  2.16087852])"
664,W10C8.1,"array([20.23358936, -0.04326586])"
665,Y54H5A.3,"array([22.49305698,  1.88553175])"
666,C52E4.3,"array([29.85849692, 22.9729664 ])"
667,ZK652.1,"array([29.92098736, 23.64864994])"
668,C52E4.4,"array([ 3.4616602 , 18.07423616])"
669,F35G12.12,"array([ 3.61685132, 17.41300318])"
670,C53A5.6,"array([21.86951703,  8.94977418])"
671,F53F1.6,"array([21.41719167, 11.40054434])"
672,Y54G2A.31,"array([21.74190792, 10.72135203])"
673,Y69H2.6,"array([20.77714483, 11.73322605])"
674,Y71H2B.3,"array([22.35213041, 10.59467072])"
675,ZK177.8,"array([21.18103375, 10.49286862])"
676,C53B4.7,"array([-5.20298891, -7.9885572 ])"
677,C53C11.2,"array([35.73696793,  0.94508366])"
678,C53D5.3,"array([ 29.51737597, -12.77363826])"
679,C53D5.4,"array([19.17166914,  1.87620364])"
680,C53D5.5,"array([-0.22269474, -6.20289609])"
681,F55D12.1,"array([-0.914631  , -6.26993128])"
682,C53D5.6,"array([17.59331273, 28.75844958])"
683,R13H8.1,"array([16.92744623, 29.02254315])"
684,Y75B8A.35,"array([18.23715685, 28.44538144])"
685,C54F6.14,"array([12.51548381, -1.16754409])"
686,C54G4.3,"array([19.40454862, -4.23603454])"
687,C54H2.4,"array([11.47941066,  4.9937081 ])"
688,C56C10.8,"array([27.84032751, 12.21225728])"
689,F45D3.2,"array([26.94323665,  9.64121895])"
690,Y65B4BR.5,"array([28.62643198, 14.17160508])"
691,C56G2.3,"array([22.90965554,  8.30305447])"
692,C56G7.3,"array([24.9158766 , -1.92515832])"
693,Y49F6B.4,"array([20.63413606,  6.96865626])"
694,D1007.6,"array([20.96664888, -3.32432391])"
695,K08F8.4,"array([21.32804611, -1.84425518])"
696,D1007.8,"array([ 21.79901672, -11.91073648])"
697,T07E3.5,"array([ 21.85567511, -10.68076227])"
698,D1022.4,"array([37.72464989, 26.93859121])"
699,D1053.1,"array([-4.99737641, 15.5801254 ])"
700,ZK829.7,"array([-5.3942059, 14.9707649])"
701,D1054.13,"array([22.86527179, -1.05393276])"
702,F08G12.4,"array([23.0213521 , -3.48194342])"
703,R166.1,"array([26.43703091,  5.94574894])"
704,D1081.9,"array([21.48814415, -3.19471558])"
705,F55A12.10,"array([21.50110002, -4.96315809])"
706,D2096.2,"array([22.724063  , -8.48898892])"
707,W06A7.3,"array([22.71147287, -6.37242158])"
708,D2013.6,"array([23.1864457 ,  5.06815941])"
709,D2013.7,"array([23.49411959,  6.3985353 ])"
710,D2023.2,"array([22.45392211,  7.80346872])"
711,D2023.4,"array([43.91923625, -5.21374689])"
712,D2045.8,"array([ -0.14905073, -11.74302483])"
713,D2063.1,"array([21.31579694, -2.67978181])"
714,T01G9.2,"array([20.3492978 , -2.82624937])"
715,Y77E11A.6,"array([22.76560543, -1.48212166])"
716,D2085.2,"array([-2.4937816 ,  6.42656264])"
717,M7.5,"array([-3.12222247,  6.07372882])"
718,D2085.3,"array([23.72361264,  6.87835055])"
719,D2089.4,"array([22.38145962,  0.43494229])"
720,DH11.2,"array([-0.50945725,  4.93150519])"
721,F13B10.1,"array([16.6204132 ,  2.96486578])"
722,F14F9.4,"array([18.99554629,  2.28804424])"
723,F38E11.5,"array([19.72137273, -0.06389773])"
724,F42A6.9,"array([21.16760762,  4.3672083 ])"
725,F53F10.2,"array([19.72970042,  2.5995036 ])"
726,T10B11.3,"array([19.62809777,  3.04754159])"
727,DY3.2,"array([45.89197135,  8.38640789])"
728,F08G5.3,"array([45.24113444,  8.57398718])"
729,E01A2.8,"array([29.15697539, -1.91901927])"
730,E02H1.7,"array([14.16531958, -4.20436268])"
731,F59E12.9,"array([23.0809163 ,  2.43421188])"
732,T26A8.4,"array([23.00684654,  2.81602404])"
733,ZK973.9,"array([26.41033557,  4.0386825 ])"
734,Y23H5A.3,"array([ 28.13490556, -16.36070296])"
735,EEED8.12,"array([25.45745654, -4.66208902])"
736,F01D5.5,"array([29.55397657,  7.15631681])"
737,F01F1.1,"array([21.99097455, -0.54762997])"
738,F01F1.4,"array([6.610551  , 8.96766666])"
739,Y55F3AM.15,"array([7.62800721, 8.44596576])"
740,F01F1.6,"array([20.09507409, -3.7572355 ])"
741,F01F1.9,"array([24.26501323, -1.2111329 ])"
742,F55G1.9,"array([25.8740084 , -0.34809713])"
743,T12E12.4,"array([24.6677937 , -0.20581511])"
744,Y62E10A.16,"array([25.27302976, -1.06321846])"
745,F01G12.6,"array([21.79325222,  5.51109031])"
746,F02C9.4,"array([16.41737997,  0.56180316])"
747,F02E8.4,"array([27.04568833,  4.61867302])"
748,W10D5.3,"array([25.59233562,  4.42032596])"
749,F02E9.1,"array([26.22447838, -2.59082998])"
750,F02E9.4,"array([19.29122435,  2.74936043])"
751,F07A11.1,"array([20.33262025,  0.75166855])"
752,T23F2.5,"array([19.43727238,  0.35260457])"
753,F07B7.2,"array([27.84799257,  2.4883361 ])"
754,F54B11.6,"array([29.55873713,  2.41516129])"
755,F07C6.4,"array([24.08609948,  3.71547477])"
756,F07F6.8,"array([ 8.40353497, 26.64942334])"
757,Y37H9A.3,"array([ 7.67638544, 26.32659158])"
758,F08A8.7,"array([28.39632376, -6.76180808])"
759,F08B4.7,"array([24.32734144,  3.30142381])"
760,F08B6.4,"array([22.02944232,  5.1816543 ])"
761,F08C6.6,"array([29.17946336,  8.8067809 ])"
762,F08C6.7,"array([18.54467896,  2.2023338 ])"
763,R11E3.6,"array([20.03503067,  2.36143142])"
764,F08G2.5,"array([20.09811444, -0.53722233])"
765,Y77E11A.7,"array([22.92442178, -5.07773975])"
766,F08G2.4,"array([25.18459994,  3.08193534])"
767,F08G2.7,"array([22.44686099, -5.79437979])"
768,F08H9.4,"array([43.43436385, 15.20047369])"
769,K02E2.7,"array([42.78625447, 14.73177107])"
770,F09A5.4,"array([36.25189148,  2.49615783])"
771,F09C8.2,"array([ 18.14862376, -23.64089728])"
772,R11F4.2,"array([ 18.12851784, -24.39776431])"
773,F09F3.11,"array([ 3.79441795, 21.64498028])"
774,F09F7.2,"array([19.27655392, 15.97116142])"
775,Y57G11C.22,"array([20.12600578, 15.26759076])"
776,F09F7.5,"array([13.27990723,  3.64612219])"
777,F45E1.7,"array([12.1229706 ,  3.94730616])"
778,R07G3.1,"array([11.80506691,  3.41767606])"
779,F09F7.8,"array([19.96289067,  5.62559454])"
780,F09G2.5,"array([9.96389786, 6.2614817 ])"
781,F09G8.7,"array([20.96472566, -3.88986839])"
782,F10A3.2,"array([29.66196214, -5.72847507])"
783,F10B5.3,"array([19.65109619,  7.92628905])"
784,F10C1.2,"array([24.3667614, -7.328817 ])"
785,F59G1.7,"array([24.42327918, -8.8199535 ])"
786,Y39B6A.11,"array([23.05254723,  0.84572693])"
787,F10E7.2,"array([27.74515893,  3.91732849])"
788,ZK1127.9,"array([26.06530443,  4.28196552])"
789,F10F2.4,"array([22.80757496, 25.46747151])"
790,F10G7.11,"array([ 29.25885562, -13.51028888])"
791,F10G8.6,"array([-7.40511087,  6.12386444])"
792,Y54H5A.4,"array([-7.60083997,  6.77805289])"
793,F11A1.3,"array([28.2277608 , 11.57886583])"
794,W08E12.8,"array([28.958443  , 12.82559156])"
795,F11C1.1,"array([27.30824549, 11.52604482])"
796,F21G4.4,"array([32.93861108, 11.49312242])"
797,F47B10.8,"array([30.73451199,  9.08943377])"
798,F57B9.6,"array([32.71126609, 12.11923726])"
799,F11D5.6,"array([12.50200235,  6.96648978])"
800,F11E6.3,"array([31.61532777,  5.68764982])"
801,F11G11.5,"array([21.75846061,  2.65669614])"
802,F11H8.4,"array([27.61780379,  4.39935779])"
803,F13A2.4,"array([7.49048193, 6.4092337 ])"
804,F44E2.7,"array([8.89821878, 6.33585359])"
805,R11E3.7,"array([17.95800191,  4.09201476])"
806,F13B9.1,"array([48.39845108,  6.88046517])"
807,Y77E11A.13,"array([48.86639083,  6.31867815])"
808,F13D12.3,"array([28.95380056,  5.82356132])"
809,F13G3.9,"array([16.89038125, -4.19068757])"
810,F58E10.5,"array([18.14412389, -3.04788378])"
811,F13H10.1,"array([46.60559108, 10.6677049 ])"
812,K07C5.8,"array([46.92840252, 11.25716433])"
813,F14B4.2,"array([-5.75926   , 14.33726721])"
814,F14F3.1,"array([22.22651895,  2.37993117])"
815,F49B2.5,"array([23.59483934,  0.31793589])"
816,F14H3.12,"array([22.16915943, -3.02733703])"
817,F27B3.6,"array([20.51692631,  2.24081502])"
818,F52D10.3,"array([22.96369104,  1.91490233])"
819,F15C11.2,"array([32.51197686, -5.82832162])"
820,F56G4.5,"array([31.427167  , -4.23266056])"
821,ZK353.8,"array([33.39844988, -6.78500613])"
822,F15D3.1,"array([ 27.36206563, -11.34715224])"
823,Y23H5A.5,"array([ 27.14934383, -10.3712201 ])"
824,F15D3.4,"array([22.68867541, -3.04499458])"
825,F15D4.2,"array([27.01890948,  5.77785289])"
826,F15E6.5,"array([28.90606387,  0.56532707])"
827,F15E6.7,"array([ 5.5210987 , 18.68418632])"
828,Y106G6H.6,"array([ 5.35651873, 18.02985226])"
829,F16B4.5,"array([29.07526749,  7.04618264])"
830,F16F9.1,"array([20.4651825 ,  1.84582137])"
831,F17A2.13,"array([30.22706626, 27.05813709])"
832,F40F12.5,"array([30.72961951, 26.53362004])"
833,F17A2.5,"array([25.05922407,  8.35807777])"
834,T28F12.2,"array([25.59421459, 11.33893144])"
835,F45E12.3,"array([26.34604813, -4.1286242 ])"
836,K07C11.8,"array([25.94034902, -4.44059294])"
837,W08F4.12,"array([25.65948653, -5.14914111])"
838,Y32F6B.3,"array([27.73001722,  1.43487478])"
839,F18A1.5,"array([16.466994  ,  7.29922691])"
840,M04F3.1,"array([17.70335292,  6.37002011])"
841,F19B6.2,"array([39.29589006, 19.56520634])"
842,M05D6.2,"array([38.62840128, 19.81709442])"
843,F19F10.11,"array([27.15769862,  5.34143812])"
844,M142.1,"array([19.02321019, 13.35033942])"
845,F20A1.1,"array([29.52062678,  4.74153504])"
846,F20B10.3,"array([26.49599682,  2.93832117])"
847,F20D1.3,"array([26.13968995, -1.8441308 ])"
848,F20H11.1,"array([25.04618831,  9.39598497])"
849,F21A3.6,"array([20.55066945,  7.86555309])"
850,F21C10.8,"array([31.05679974,  5.2251415 ])"
851,F21C3.4,"array([22.30628973,  4.90909658])"
852,ZK1098.8,"array([21.82516713,  6.81392146])"
853,R05G9R.1,"array([ 3.47773798, 20.53244452])"
854,Y71H2B.4,"array([ 2.41373151, 20.85989345])"
855,F22B5.3,"array([ 29.77553848, -12.16339316])"
856,F22D6.1,"array([ 28.45893366, -12.36969337])"
857,F22H10.3,"array([26.27563829,  2.47691676])"
858,F23A7.3,"array([6.82449265, 1.08009426])"
859,R09G11.2,"array([5.76489118, 0.89602918])"
860,F23B12.4,"array([16.67972404, -0.42575863])"
861,F23B12.6,"array([-4.77647177,  0.03814327])"
862,R02D3.5,"array([-5.18669034,  0.63676425])"
863,F23C8.3,"array([9.97399554, 7.33274755])"
864,F23F1.8,"array([-6.47647611, 10.19325286])"
865,F56H1.4,"array([-6.59044524, 10.89637486])"
866,ZK632.2,"array([-6.37623998,  9.47298144])"
867,F23F12.9,"array([17.10017167, -1.59871417])"
868,F23H11.2,"array([ 27.91202862, -12.72956126])"
869,F23H12.2,"array([10.17453063, 24.85764947])"
870,F54F2.8,"array([ 9.72161458, 24.33927116])"
871,F25B3.6,"array([26.7340006 , 11.35942167])"
872,F25B5.2,"array([ 8.58835267, 29.34391708])"
873,Y39A1A.7,"array([ 9.22021851, 29.07234176])"
874,F25B5.6,"array([18.17334871,  2.77200604])"
875,F25B5.7,"array([25.15943858,  7.05184815])"
876,R08H2.1,"array([35.6040018 , -5.02007327])"
877,F25E2.3,"array([20.89835603,  5.63973076])"
878,F25E5.4,"array([9.35945555, 5.62299446])"
879,F25H2.4,"array([30.06480246, 30.35694915])"
880,Y57G7A.10,"array([30.2828663 , 29.70805189])"
881,F25H2.5,"array([10.83758723, 30.58788242])"
882,F25H9.6,"array([ 20.55285535, -19.99959358])"
883,F26A1.14,"array([-0.48421465, -9.60947875])"
884,F26A1.6,"array([42.32574268, 15.38619738])"
885,F26A3.5,"array([19.46120072, -2.16017204])"
886,R07B7.3,"array([22.19559503, -0.87334658])"
887,F26D10.10,"array([22.74223275,  9.33920892])"
888,F26F12.3,"array([23.08176253, 11.52027741])"
889,F40A3.6,"array([22.76199492,  5.55909212])"
890,K03H1.1,"array([22.51473807, 11.58023109])"
891,F26D10.3,"array([28.88186719,  1.23664208])"
892,F26E4.2,"array([ 7.28280403, 23.36373881])"
893,F33D11.11,"array([ 6.63454443, 23.19224183])"
894,F26E4.6,"array([16.46102668, -1.11062613])"
895,Y62E10A.1,"array([23.12293071, 13.04143755])"
896,F26F4.1,"array([32.77985767,  3.55219188])"
897,F26F4.11,"array([15.49043685,  3.77768212])"
898,F26G1.4,"array([26.54537391, 10.54597634])"
899,F26H11.4,"array([21.60466275,  7.42394368])"
900,F26H11.5,"array([18.11752102,  0.79108842])"
901,F27C1.7,"array([17.20339893, -3.04441838])"
902,F56D2.2,"array([18.67100979, -1.70777627])"
903,F27D4.2,"array([29.5363484 , -1.50692699])"
904,F27D4.5,"array([41.47335746, 21.44419654])"
905,Y39E4A.3,"array([41.31573106, 20.77092369])"
906,F27D4.6,"array([11.3017708 ,  7.44158701])"
907,F27E5.2,"array([26.89900217,  0.98207376])"
908,F28C6.1,"array([33.52988802, 28.54166766])"
909,T21B10.1,"array([33.71131676, 29.2944368 ])"
910,Y62E10A.17,"array([34.08651568, 27.87167832])"
911,ZK563.6,"array([32.74414109, 28.56520557])"
912,F28C6.2,"array([34.87209628, 27.82563079])"
913,Y87G2A.7,"array([21.99921683,  6.37319303])"
914,F28F8.3,"array([18.40788599, 18.67449532])"
915,F35G2.2,"array([17.77566049, 20.06490254])"
916,ZK593.7,"array([19.18539362, 17.11440058])"
917,K06A4.5,"array([19.19807282, 30.89526627])"
918,F29F11.1,"array([24.52599637, -4.09124399])"
919,F29F11.6,"array([18.40311253,  4.81320838])"
920,K02A11.1,"array([16.85095556,  5.77468671])"
921,Y32H12A.4,"array([17.04235812,  6.29284107])"
922,ZK1067.7,"array([17.32978424,  4.06334298])"
923,ZK892.1,"array([16.36566923,  3.7165602 ])"
924,F29G9.5,"array([17.95280632, 20.94318379])"
925,F31B9.1,"array([35.48311707,  1.98249963])"
926,F31C3.2,"array([23.51916199,  4.94331454])"
927,F31E3.1,"array([25.99664634, 12.71442322])"
928,F31E3.5,"array([46.21143437, -8.50046031])"
929,W03F9.1,"array([45.8813753 , -7.90029598])"
930,F32B6.4,"array([20.9871969 ,  8.10616892])"
931,F32D1.6,"array([27.24974821,  7.89677118])"
932,F32D1.7,"array([ 28.31996159, -13.31196132])"
933,F32G8.6,"array([18.77693319,  8.49174713])"
934,F48E3.4,"array([18.39747855, 10.03734592])"
935,F32H2.6,"array([35.0989882 ,  2.54181893])"
936,F33A8.3,"array([ 7.52490304, 19.12683504])"
937,Y113G7B.17,"array([ 7.82196138, 19.75011529])"
938,F33A8.5,"array([16.09697273,  1.04518532])"
939,F33G12.2,"array([25.47908928, 10.49514213])"
940,F33H1.3,"array([ 30.22458191, -12.57374724])"
941,F34H10.3,"array([-1.32678523, 18.07695504])"
942,T06D4.1,"array([-0.67322613, 18.29038666])"
943,F35A5.3,"array([17.11425861, -0.33676118])"
944,F35B12.3,"array([26.91632384,  3.8700922 ])"
945,F35B12.6,"array([10.4215379 ,  6.49107998])"
946,F35C8.2,"array([20.63774385, 16.26025833])"
947,F35D2.4,"array([18.73784377, -3.14918564])"
948,F35E2.2,"array([21.43461946,  8.20795138])"
949,F35G12.1,"array([10.58781948,  8.38797716])"
950,F35G12.5,"array([1.30671221e+01, 1.11368626e-02])"
951,Y15E3A.1,"array([14.77579842,  0.60724101])"
952,F35G12.9,"array([17.0537924 , 21.00651256])"
953,K06H7.6,"array([16.63975089, 21.80277383])"
954,F35H10.5,"array([10.1162502 , 19.82291101])"
955,Y48E1C.1,"array([ 9.84953218, 19.19749368])"
956,F36D1.1,"array([25.35874101, -3.77279409])"
957,T05H4.2,"array([27.28744621, -7.17854288])"
958,F36D1.4,"array([24.19091774,  2.9223041 ])"
959,F36D4.2,"array([47.91385518,  3.86469815])"
960,ZK1098.5,"array([47.68377067,  3.18162473])"
961,F36F12.6,"array([28.15349717, 10.65467166])"
962,F36F12.8,"array([27.93626109,  4.91579092])"
963,F37A4.5,"array([20.83311298, -2.60895337])"
964,K11E8.1,"array([25.76605819, -7.09798231])"
965,Y105E8B.5,"array([23.99357413, -4.38016352])"
966,F37B1.8,"array([18.53585545,  5.48692902])"
967,F37D6.2,"array([24.17570278,  6.6548312 ])"
968,F38B7.3,"array([25.60402653,  0.08910024])"
969,F55C5.7,"array([19.1371533 , -1.65659203])"
970,F38H12.3,"array([16.06487092, -1.73651604])"
971,F38H4.2,"array([10.33420623,  5.93491229])"
972,F39B1.1,"array([26.46557896,  2.07389761])"
973,F39B2.11,"array([30.40441535,  4.63699443])"
974,F39B2.7,"array([-7.48945529, -0.78044678])"
975,F39H2.4,"array([-7.62165664, -0.11519119])"
976,K08E7.2,"array([30.64401306,  0.89255564])"
977,F40C5.3,"array([19.66600328, -3.51903107])"
978,F40D4.12,"array([9.6972738 , 5.16761618])"
979,Y111B2A.24,"array([31.21388878, 26.02524903])"
980,F40F4.2,"array([29.28990839,  7.86813774])"
981,F40F4.3,"array([30.68948057,  6.06238566])"
982,F40F9.1,"array([ 9.0016288 , 22.14329763])"
983,Y47D3B.7,"array([ 8.54755337, 21.62817883])"
984,F40F9.2,"array([ 1.79412507, 17.00086439])"
985,F45E6.2,"array([ 1.5327588 , 17.62467544])"
986,F40H6.4,"array([26.0077189 ,  5.71621402])"
987,F41B4.3,"array([23.34459882, -0.78383687])"
988,F41F3.3,"array([30.17118425,  8.71382995])"
989,F42A10.4,"array([ 41.11319964, -11.7010849 ])"
990,F49H12.6,"array([ 40.84668198, -12.38399569])"
991,ZK813.2,"array([ 41.33282624, -11.03053419])"
992,F46G10.1,"array([23.19382902,  4.2067561 ])"
993,F42A9.8,"array([ 11.06345362, -17.0797942 ])"
994,T26A5.8,"array([ 10.84641641, -16.38570565])"
995,F42C5.7,"array([19.12984685, -0.68296486])"
996,F42C5.9,"array([19.82121631,  5.23498846])"
997,F42D1.2,"array([  3.46334889, -15.09180073])"
998,F42F12.4,"array([ 25.28989996, -24.46146658])"
999,F53E4.1,"array([ 24.60719017, -24.43881362])"
1000,F42G8.10,"array([19.22879471, -3.26414489])"
1001,F42G9.7,"array([21.44881743,  8.61284106])"
1002,F42H10.6,"array([  1.76838738, -11.00774628])"
1003,F43C1.2,"array([30.86229707,  1.87112113])"
1004,F43C1.4,"array([13.98630932, -3.57305116])"
1005,F43D9.2,"array([27.47311817,  4.97052694])"
1006,F43G9.11,"array([23.12758219,  0.22822741])"
