# index, _pos
650,"array([-9.90974552, 27.4257916 ])"
651,"array([-31.83880976,  18.06036589])"
652,"array([-19.82737236,  -6.66549805])"
653,"array([-20.4249127 ,  -3.38303152])"
654,"array([-19.04779069,  -5.47072344])"
655,"array([-24.40875341,  -8.61532616])"
656,"array([-20.72582578,  -7.07194124])"
657,"array([-21.57645645,  -3.99571824])"
658,"array([-39.74872459,  13.18504439])"
659,"array([ 1.21986531, 19.23940148])"
660,"array([-21.96560045,  -2.63513182])"
661,"array([-39.1734878 ,  13.70201702])"
662,"array([-21.73758397,  -5.70640064])"
663,"array([-21.41671807,  -6.5181785 ])"
664,"array([-23.73201648,  -2.52806246])"
665,"array([-23.38108944,  -2.301313  ])"
666,"array([-21.95914749,  -0.69579545])"
667,"array([-20.49232588,  -4.01010049])"
668,"array([-20.80171647,  -2.69645425])"
669,"array([-20.47049996,  -5.74772857])"
670,"array([-21.68030132,  -2.31873386])"
671,"array([-22.36263577,  -3.82133137])"
672,"array([-21.69953748,  -0.26110705])"
673,"array([ 9.03205543, -4.32235971])"
674,"array([-15.16314318, -22.19324699])"
675,"array([10.31739928,  6.78675442])"
676,"array([-17.66068352,  23.95937463])"
677,"array([-25.26847609,  -2.96691193])"
678,"array([-25.54975098,  -4.71428232])"
679,"array([-29.52616758, -19.71434549])"
680,"array([ -9.86929821, -24.90360509])"
681,"array([-27.30886166,  16.55785032])"
682,"array([  4.26378621, -16.5101184 ])"
683,"array([8.29111712, 1.90251676])"
684,"array([-23.76418981,   2.65532262])"
685,"array([-29.13393262,   4.18001352])"
686,"array([-23.47404252,   0.92451963])"
687,"array([ 1.7527294 , 21.54106626])"
688,"array([-16.84190417,  28.37426089])"
689,"array([ 8.84038017, 11.93251108])"
690,"array([-22.19759729,  -3.57737543])"
691,"array([-22.28731272,  -4.60781181])"
692,"array([-23.91375076,  -4.08090552])"
693,"array([-23.82049931,  -4.67042856])"
694,"array([-25.89099949,  -5.49165815])"
695,"array([-24.0681979 ,  -4.96152417])"
696,"array([-23.08275933,  -5.33554992])"
697,"array([-24.54616974,  -7.34891954])"
698,"array([-22.49814769,  -5.18322748])"
699,"array([-26.0332499 ,  -6.18023184])"
700,"array([-22.75510348,  -5.38795428])"
701,"array([-25.0758014 ,  -6.94654141])"
702,"array([-24.13517507,  -3.49097518])"
703,"array([-22.83921688,  -1.69028341])"
704,"array([-23.30418061,  -3.32270231])"
705,"array([-21.95474787,  -6.42721649])"
706,"array([-23.25385366,  -3.65876349])"
707,"array([-22.33198203,  -5.96623775])"
708,"array([-22.65346058,  -3.17030704])"
709,"array([-22.98441997,  -4.75870573])"
710,"array([-24.44799267,  -6.79520454])"
711,"array([-21.65829343,  25.82756605])"
712,"array([-22.80115722,  -5.05595425])"
713,"array([-20.44965756,  -1.41725876])"
714,"array([-22.85593755,  -5.79563899])"
715,"array([-22.77593151,  -8.57277682])"
716,"array([-22.16371105,  -5.15951514])"
717,"array([-22.05666786,   0.11771934])"
718,"array([-22.58838391,  -3.51332103])"
719,"array([-20.92084163,  -0.14523732])"
720,"array([-22.48354921,  -4.83988871])"
721,"array([-20.60276069,  -0.72803984])"
722,"array([-24.0944378 ,  -4.43798483])"
723,"array([-21.29297907,  -3.42385397])"
724,"array([-21.96018358,  -4.39938951])"
725,"array([-19.52358065,  -4.55438376])"
726,"array([-22.23682132,  -4.20018577])"
727,"array([-19.2225474 ,  -3.59395961])"
728,"array([-21.94667418,  -4.80808128])"
729,"array([-19.66290671,  -3.9681289 ])"
730,"array([-21.73460211,  -1.922391  ])"
731,"array([-21.18364893,  -2.0110087 ])"
732,"array([-20.56065688,  -1.98233684])"
733,"array([-21.36651989,  -1.58627956])"
734,"array([-22.97835934,  -2.53563606])"
735,"array([-27.78674847,   3.16017536])"
736,"array([-24.59865981,  -0.38226874])"
737,"array([-27.03133243,  -0.11941053])"
738,"array([-22.87874075,  -4.34361472])"
739,"array([-23.01432717,  -3.47616   ])"
740,"array([-34.69691264, -17.32019808])"
741,"array([-23.05829119,  -3.97241963])"
742,"array([-23.68080233,  -5.12684709])"
743,"array([-23.69647212,  -4.34077748])"
744,"array([-23.43409483,  -5.40104845])"
745,"array([-23.51801521,  -4.76860305])"
746,"array([-21.93400154,  -3.93669214])"
747,"array([-22.70512666,  -3.86647208])"
748,"array([-23.27534376,  -4.52449851])"
749,"array([-23.43081186,  -4.15368838])"
750,"array([-23.26016412,  -5.00540332])"
751,"array([-23.62674329,  -3.83244219])"
752,"array([-21.63325655,  -4.46205986])"
753,"array([-24.92107184,  -0.64537602])"
754,"array([-22.67691192,  -4.38879164])"
755,"array([-33.94207235,  13.2203775 ])"
756,"array([ -6.20812762, -16.28920199])"
757,"array([-22.27515993,  -1.66342936])"
758,"array([-24.90914578,  -3.85207833])"
759,"array([-21.58961146,  -1.06860248])"
760,"array([-17.86480687, -25.66306281])"
761,"array([-15.21774335, -25.75765133])"
762,"array([-20.77056982,  -7.70388023])"
763,"array([-18.86905727, -23.37185683])"
764,"array([-10.47874621, -17.97164207])"
765,"array([-24.84712169, -20.74011457])"
766,"array([-22.04748062,  -8.60037742])"
767,"array([-24.47363247,  20.26273002])"
768,"array([-21.03085018,  -8.4724912 ])"
769,"array([-22.01905834,  -1.254881  ])"
770,"array([-23.17021394,  -0.28840419])"
771,"array([  1.87043453, -19.03303885])"
772,"array([ -2.21283555, -19.0374157 ])"
773,"array([-22.46312842,  -2.07809138])"
774,"array([  5.3850464 , -14.51948265])"
775,"array([-19.49117653, -14.18509054])"
776,"array([-19.04904374, -13.99097219])"
777,"array([-19.29616612, -12.96049412])"
778,"array([-19.43183149, -14.88955585])"
779,"array([-19.09514213, -15.91405511])"
780,"array([-29.76856193,  19.30807067])"
781,"array([-34.69064803,  17.60176278])"
782,"array([-21.97097113, -10.86101386])"
783,"array([-21.6454425 ,  -9.09248018])"
784,"array([-19.12226361, -13.42634174])"
785,"array([-18.05291182, -13.90256825])"
786,"array([-19.61025544, -13.42615955])"
787,"array([-21.98226506, -13.91788997])"
788,"array([-22.22690317, -14.60147851])"
789,"array([-21.88770012, -12.39231648])"
790,"array([ -7.6546394 , -24.32922242])"
791,"array([-20.89089477, -13.35332963])"
792,"array([-19.93690562, -14.20209974])"
793,"array([-19.92198606, -13.6887076 ])"
794,"array([-20.06895635, -14.73535875])"
795,"array([-20.65834838, -12.93782128])"
796,"array([-19.85173019, -12.6428585 ])"
797,"array([-20.11387917, -12.1768837 ])"
798,"array([-20.9883099 , -12.81964909])"
799,"array([-21.43776762, -11.96822675])"
800,"array([-20.71621574, -13.72939681])"
801,"array([-20.11693904, -12.98474371])"
802,"array([-13.50804956,  25.74080627])"
803,"array([-20.65661178, -12.36473514])"
804,"array([-21.53801931, -13.27829159])"
805,"array([-20.33026685, -12.61361442])"
806,"array([-20.72335793, -11.93147519])"
807,"array([-20.437855 , -13.3761643])"
808,"array([-21.4437227 , -12.65039671])"
809,"array([-22.56791703, -13.49972751])"
810,"array([-32.61616662,  -1.66190434])"
811,"array([-29.8842166,  -1.7498676])"
812,"array([ -6.75997118, -18.53211849])"
813,"array([  3.61971969, -10.16202272])"
814,"array([-30.8673848 ,  -2.67946174])"
815,"array([-28.12043718,  -2.38824976])"
816,"array([ 8.38834302, -0.49387972])"
817,"array([-11.18651208,  23.27155951])"
818,"array([-31.0990104 ,   1.38270314])"
819,"array([  2.06818532, -12.1387742 ])"
820,"array([-12.32356509,  27.98825972])"
821,"array([-19.52712478,  24.95138418])"
822,"array([  7.91678803, -10.64761416])"
823,"array([-32.49935348,  -2.25261853])"
824,"array([-38.74414088,  16.21189815])"
825,"array([-32.07194345,  -1.83482062])"
826,"array([-7.83803083, 26.41492986])"
827,"array([-30.10358334,  -1.4755793 ])"
828,"array([-30.38274623,  -1.78880148])"
829,"array([-27.89888313,   5.07984155])"
830,"array([-28.27309343,   4.51281868])"
831,"array([-29.81993252,  -1.40155001])"
832,"array([-29.48439056,  -1.55270037])"
833,"array([-29.86318444,  -2.2108235 ])"
834,"array([-30.43538268,  -0.6457841 ])"
835,"array([-30.8010394 ,  -0.78186059])"
836,"array([-17.58157699, -21.3590865 ])"
837,"array([-32.21666683,  -1.2568829 ])"
838,"array([-33.14730368,  -2.56490419])"
839,"array([-31.03021375,   0.88870693])"
840,"array([-33.28671087,  -1.79935401])"
841,"array([-35.82517835,  20.04787715])"
842,"array([-29.46018943, -22.18791258])"
843,"array([-23.22193377, -24.78404276])"
844,"array([-36.00902824,  -0.35210888])"
845,"array([-32.32349184,  -0.87156321])"
846,"array([-32.96606873,  -1.35660556])"
847,"array([-34.60870824,  -3.62060926])"
848,"array([  6.68052863, -12.58300951])"
849,"array([-15.32913162, -20.04461123])"
850,"array([10.59304498, -2.74623268])"
851,"array([-12.61371349, -18.79928135])"
852,"array([ -4.18200404, -17.48918135])"
853,"array([-31.77376247,  -1.18106432])"
854,"array([-31.41088722,  -0.76284239])"
855,"array([-31.7101194 ,  -0.12836288])"
856,"array([-31.42020266,  -2.16851295])"
857,"array([-36.28791739,  -3.62021145])"
858,"array([-34.76968585,  -1.79209427])"
859,"array([-0.99366324, 20.74848516])"
860,"array([-31.41397734, -18.25655826])"
861,"array([-20.19323279, -21.40142237])"
862,"array([ 5.82577616, 17.40933718])"
863,"array([-37.16901536,  -3.31301496])"
864,"array([-38.18701219,  -4.52999636])"
865,"array([  4.33620018, -12.42178014])"
866,"array([-31.71565933,  -3.18353091])"
867,"array([-35.47982703,  -1.51458144])"
868,"array([-35.15588797,   0.88265397])"
869,"array([-35.3665947 ,  -3.63666444])"
870,"array([-30.11033812,   1.32159155])"
871,"array([-30.63183767,   1.7069683 ])"
872,"array([-33.72744907,  -2.24886674])"
873,"array([-39.3624063 ,  10.50661201])"
874,"array([-31.63550174,  20.71907342])"
875,"array([-22.38546276,  19.62148336])"
876,"array([ -7.06556713, -20.88495852])"
877,"array([-35.59306592,   0.56594934])"
878,"array([-35.98383336,  -2.7873594 ])"
879,"array([-14.67957808,  27.75148599])"
880,"array([-9.22001296, 24.47057152])"
881,"array([ 3.84395135, 19.74934213])"
882,"array([-13.56918552,  23.41822886])"
883,"array([-16.60940601, -23.71886999])"
884,"array([ 3.28761809, 17.34992256])"
885,"array([-30.56026712,   0.23742806])"
886,"array([-35.02591561,  -2.17725351])"
887,"array([-35.41749928,  -3.04882882])"
888,"array([-31.35413694,  -3.58871355])"
889,"array([-36.9258563 ,  -2.40412275])"
890,"array([-38.46189317,  -6.64302789])"
891,"array([-34.2947817 ,  -0.51714671])"
892,"array([-34.92044031,  -1.38166409])"
893,"array([-35.90100028,  -1.86177228])"
894,"array([-35.79458912,   0.11208695])"
895,"array([-35.8845326 ,  -1.26843645])"
896,"array([-30.4591295 ,   0.85157114])"
897,"array([-37.38560322,  -4.29099854])"
898,"array([-29.59607769,   0.9819497 ])"
899,"array([-34.23671   ,  -1.94928325])"
900,"array([-38.37992113,  -3.79525766])"
901,"array([-39.5164251 ,  -5.02008464])"
902,"array([ 5.08272039, 15.03044431])"
903,"array([-39.82034433,  -3.90986349])"
904,"array([-32.55740465,  -3.22549938])"
905,"array([-39.63161707,  -2.68136706])"
906,"array([-39.12667965,  -6.10571054])"
907,"array([-30.39417955,  -1.33020545])"
908,"array([-31.099832  ,   0.08664489])"
909,"array([-31.7740108 ,  -2.57496229])"
910,"array([-33.3425358 ,  -3.17988259])"
911,"array([-38.27204282,  -3.00588303])"
912,"array([-37.87767263,  -5.42332293])"
913,"array([-30.88045007,  -3.60056122])"
914,"array([-36.86092619,  -4.95541776])"
915,"array([-27.50386867,   2.58189107])"
916,"array([-3.08250735, 22.95232904])"
917,"array([-27.2329585 ,   4.73883285])"
918,"array([-25.08388196,  18.11515938])"
919,"array([-28.81049679,   4.86216956])"
920,"array([7.33191477, 9.68847785])"
921,"array([-27.5229043 ,   1.74903248])"
922,"array([-27.93933285,   1.52000476])"
923,"array([-27.62573455,   1.22414854])"
924,"array([-27.12107899,   0.92025341])"
925,"array([-28.46142391,   3.54440709])"
926,"array([-27.02738284,   1.85126905])"
927,"array([-27.19335129,   1.42996851])"
928,"array([-26.73309921,   1.54555356])"
929,"array([-27.02133333,   3.74599965])"
930,"array([-27.69801034,   3.91479358])"
931,"array([-3.88513254, 22.75760608])"
932,"array([-31.55106684,   1.5883635 ])"
933,"array([-36.5962127 ,  15.33497699])"
934,"array([ 5.73883938, -9.8943402 ])"
935,"array([-33.3448843 ,  -6.80199029])"
936,"array([-32.63845441,  -6.84158477])"
937,"array([-33.74869979,  -6.23062612])"
938,"array([-2.2692065 , 23.11871291])"
939,"array([ -6.18310396, -22.79577898])"
940,"array([ -3.9913449 , -15.26896654])"
941,"array([-32.2614314 ,   1.40881286])"
942,"array([-31.6723089 ,   0.64070745])"
943,"array([-32.86843218,  -0.61563939])"
944,"array([-32.01669667,   0.95230304])"
945,"array([-32.48634849,   0.91623441])"
946,"array([-33.12887912,   0.73920395])"
947,"array([-33.16911233,   2.01984831])"
948,"array([-34.21088374,   0.65875182])"
949,"array([-32.71278715,   1.30243812])"
950,"array([-28.87162961,  -1.83986195])"
951,"array([-29.1441204 ,  -3.05645877])"
952,"array([-29.26828457,  -0.11676692])"
953,"array([-22.87758783, -21.84100943])"
954,"array([-25.69354114,  -1.98624023])"
955,"array([-27.87186876,  -1.48618904])"
956,"array([-26.473322  ,  -1.85916408])"
957,"array([-25.25045761,  -1.51568344])"
958,"array([ -4.73285202, -19.59186503])"
959,"array([-26.35999412,  -1.53353701])"
960,"array([ -4.51874756, -20.32666882])"
961,"array([-32.11098456,  -3.8229943 ])"
962,"array([-27.55268311,  -2.05574676])"
963,"array([-28.49446563,  -1.96703639])"
964,"array([-28.71023318,  -2.83792576])"
965,"array([-31.65940617,  -4.2012782 ])"
966,"array([-32.42798113,  -5.25811864])"
967,"array([-30.70977352,  -2.21504217])"
968,"array([-27.51720952,  -1.30049268])"
969,"array([-28.63545912,  -2.45873203])"
970,"array([-28.33371372,  -3.63465609])"
971,"array([-28.35511878,  -2.76690552])"
972,"array([-31.09831331,  -1.69262143])"
973,"array([-29.03431852,  -0.93490027])"
974,"array([-29.36820002,  -0.67780609])"
975,"array([-29.15307894,  -2.11157857])"
976,"array([-29.8908177 ,  -3.61809371])"
977,"array([-18.31442196,  21.91647775])"
978,"array([-30.80038357,  -5.81230705])"
979,"array([-29.54959055,  -5.84914212])"
980,"array([-29.63678875,  -2.86233535])"
981,"array([-31.01019131,  -1.26509785])"
982,"array([-12.36251996, -25.53065398])"
983,"array([-29.90256557,   1.96531766])"
984,"array([-31.36136695,  -4.96716031])"
985,"array([-30.04062775,  -0.87433982])"
986,"array([-30.08641783,  -0.15242329])"
987,"array([-29.69323483,  -2.52788294])"
988,"array([-29.462607  ,  -1.89967911])"
989,"array([-29.37077145,  -1.14525528])"
990,"array([-28.98275154,  -0.46391112])"
991,"array([-28.7194714 ,  -1.33380918])"
992,"array([-28.48943469,  -0.65620997])"
993,"array([-29.19183284,  -2.56359659])"
994,"array([-28.88080844,  -3.39126299])"
995,"array([-29.52454216,  -3.3259211 ])"
996,"array([-29.38791732,  -3.83911105])"
997,"array([-30.15095518,  -6.18419632])"
998,"array([-30.08135755,  -4.55914149])"
999,"array([-29.7460907 ,  -4.68025029])"
1000,"array([-29.65887292,  -0.4707941 ])"
1001,"array([-30.02317572,  -3.25379766])"
1002,"array([-30.23614136,  -5.61617776])"
1003,"array([-30.58806449,  -3.04021977])"
1004,"array([-22.64603961,  -1.28495084])"
1005,"array([-25.80290271,  -3.16117225])"
1006,"array([-33.1311614 ,  -0.22702369])"
1007,"array([-32.2991515 ,  -0.11617508])"
1008,"array([-32.45364195,   0.2517048 ])"
1009,"array([-34.26710886,  -2.76835534])"
1010,"array([-33.90005254,  -3.60423781])"
1011,"array([-34.44373271,  -0.14117664])"
1012,"array([-32.77706622,  -0.03978584])"
1013,"array([-33.77390459,   0.85833068])"
1014,"array([-33.52183783,   0.0569135 ])"
1015,"array([  2.12331964, -16.82220832])"
1016,"array([-34.57459122,   0.27503654])"
1017,"array([-32.92392528,  -2.07226367])"
1018,"array([-33.64805769,  -0.48530064])"
1019,"array([-34.07483256,   0.20962488])"
1020,"array([-32.55631891,  -4.49219669])"
1021,"array([-31.39701182,  -2.85131061])"
1022,"array([-35.00572001,  -0.08775947])"
1023,"array([ 7.56240909, -2.62756694])"
1024,"array([-34.64693246,  -4.37063121])"
1025,"array([-32.61020225,  -0.39744268])"
1026,"array([-34.8432539 ,  -0.59009746])"
1027,"array([-35.51179023,  -0.72372589])"
1028,"array([-33.81996434,  -1.45041964])"
1029,"array([-34.10347816,  -4.49136133])"
1030,"array([-33.30635634,  -4.02034429])"
1031,"array([-33.08545281,   0.24454878])"
1032,"array([-26.20359526,  -3.83939412])"
1033,"array([10.06657591, -6.24276378])"
1034,"array([-26.65282909,  -2.54676884])"
1035,"array([-30.23272328,  -2.0644343 ])"
1036,"array([-30.7788407 ,  -4.20268805])"
1037,"array([10.71202946,  1.99584298])"
1038,"array([-33.69294836,  19.71439139])"
1039,"array([-24.89204593,  -1.046501  ])"
